 Simulation_Period = 20160101 -- 20181231                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
       Day               kPOM1               kPOM2                kMOM                kDOM                kMBA             kMBA_in                kMBD             kMBD_in                 kMB              kMB_in                 phi     Active_Fraction                 CUE                 NUE              TM_err               TMbeg               TMend              TOTinp              TOTout                 STP                 SWC                 SWP                  pH                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
  20160116        0.155000E-05        0.447792E-04        0.130500E-05        0.342333E-04        0.384250E-03        0.962917E-03        0.209708E-04        0.000000E+00        0.108208E-04        0.416750E-05        0.163250E-01        0.238750E-01       -0.211292E+00        0.100000E+01        0.132917E-16        0.124000E+01        0.124000E+01        0.470000E-05        0.125958E-06        0.782000E+01        0.348000E+00        0.000000E+00        0.640000E+01
  20160117        0.152125E-05        0.449917E-04        0.130125E-05        0.327500E-04        0.364000E-03        0.963625E-03        0.215042E-04        0.000000E+00        0.104583E-04        0.400625E-05        0.175833E-01        0.242250E-01       -0.216458E+00        0.100000E+01       -0.700000E-17        0.124000E+01        0.124000E+01        0.553000E-05        0.121583E-06        0.628000E+01        0.351000E+00        0.000000E+00        0.640000E+01
  20160118        0.152750E-05        0.447917E-04        0.131042E-05        0.330792E-04        0.362000E-03        0.948250E-03        0.214333E-04        0.000000E+00        0.105375E-04        0.402792E-05        0.176000E-01        0.245667E-01       -0.213250E+00        0.100000E+01        0.920750E-17        0.124000E+01        0.124000E+01        0.553000E-05        0.122000E-06        0.616000E+01        0.344000E+00        0.000000E+00        0.640000E+01
  20160119        0.155417E-05        0.443375E-04        0.132833E-05        0.345875E-04        0.373375E-03        0.936250E-03        0.212625E-04        0.000000E+00        0.109458E-04        0.422708E-05        0.170125E-01        0.249250E-01       -0.199583E+00        0.100000E+01        0.153488E-16        0.124000E+01        0.124000E+01        0.553000E-05        0.126500E-06        0.699000E+01        0.346000E+00        0.000000E+00        0.640000E+01
  20160120        0.158583E-05        0.439208E-04        0.135000E-05        0.362792E-04        0.387583E-03        0.933417E-03        0.212583E-04        0.000000E+00        0.114333E-04        0.449125E-05        0.165333E-01        0.252500E-01       -0.182833E+00        0.100000E+01        0.309667E-16        0.124000E+01        0.124000E+01        0.553000E-05        0.132458E-06        0.789000E+01        0.355000E+00        0.000000E+00        0.640000E+01
  20160121        0.162583E-05        0.435000E-04        0.137583E-05        0.384292E-04        0.406917E-03        0.936417E-03        0.212958E-04        0.000000E+00        0.120542E-04        0.484708E-05        0.160125E-01        0.255833E-01       -0.163458E+00        0.100000E+01       -0.442500E-18        0.124000E+01        0.124000E+01        0.553000E-05        0.140625E-06        0.901000E+01        0.352000E+00        0.000000E+00        0.640000E+01
  20160122        0.165042E-05        0.433000E-04        0.139583E-05        0.395708E-04        0.415917E-03        0.941625E-03        0.215167E-04        0.000000E+00        0.124167E-04        0.507958E-05        0.160083E-01        0.259208E-01       -0.150667E+00        0.100000E+01        0.176500E-16        0.124000E+01        0.124000E+01        0.553000E-05        0.145708E-06        0.941000E+01        0.344000E+00        0.000000E+00        0.640000E+01
  20160123        0.166208E-05        0.432875E-04        0.141125E-05        0.398667E-04        0.415583E-03        0.941083E-03        0.217500E-04        0.000000E+00        0.125500E-04        0.516750E-05        0.162500E-01        0.262500E-01       -0.144125E+00        0.100000E+01        0.191292E-16        0.124000E+01        0.124000E+01        0.553000E-05        0.147333E-06        0.929000E+01        0.348000E+00        0.000000E+00        0.640000E+01
  20160124        0.166500E-05        0.433000E-04        0.142292E-05        0.396875E-04        0.409208E-03        0.934250E-03        0.219000E-04        0.000000E+00        0.125333E-04        0.515542E-05        0.166000E-01        0.265917E-01       -0.141958E+00        0.100000E+01        0.262542E-16        0.124000E+01        0.124000E+01        0.553000E-05        0.146667E-06        0.888000E+01        0.345000E+00        0.000000E+00        0.640000E+01
  20160125        0.164542E-05        0.435917E-04        0.142417E-05        0.381750E-04        0.390000E-03        0.926083E-03        0.222250E-04        0.000000E+00        0.121417E-04        0.494750E-05        0.175083E-01        0.269375E-01       -0.146458E+00        0.100000E+01       -0.111375E-16        0.124000E+01        0.124000E+01        0.912000E-05        0.141292E-06        0.759000E+01        0.338000E+00        0.000000E+00        0.640000E+01
  20160126        0.163542E-05        0.437333E-04        0.142750E-05        0.374292E-04        0.376625E-03        0.913125E-03        0.223500E-04        0.000000E+00        0.119167E-04        0.481667E-05        0.180875E-01        0.272875E-01       -0.149417E+00        0.100000E+01        0.114708E-16        0.124000E+01        0.124000E+01        0.912000E-05        0.138000E-06        0.673000E+01        0.344000E+00        0.000000E+00        0.640000E+01
  20160127        0.166250E-05        0.435000E-04        0.144708E-05        0.387708E-04        0.384667E-03        0.899250E-03        0.221125E-04        0.000000E+00        0.122625E-04        0.497833E-05        0.175833E-01        0.276375E-01       -0.142250E+00        0.100000E+01        0.149042E-16        0.124000E+01        0.124000E+01        0.912000E-05        0.141583E-06        0.732000E+01        0.338000E+00        0.000000E+00        0.640000E+01
  20160128        0.169500E-05        0.432000E-04        0.147125E-05        0.404292E-04        0.396917E-03        0.894792E-03        0.220583E-04        0.000000E+00        0.127458E-04        0.523417E-05        0.171083E-01        0.279750E-01       -0.131292E+00        0.100000E+01        0.303375E-16        0.124000E+01        0.124000E+01        0.912000E-05        0.147458E-06        0.809000E+01        0.334000E+00        0.000000E+00        0.640000E+01
  20160129        0.170000E-05        0.433000E-04        0.148375E-05        0.403708E-04        0.393000E-03        0.892958E-03        0.223000E-04        0.000000E+00        0.127625E-04        0.526417E-05        0.175000E-01        0.283250E-01       -0.127083E+00        0.100000E+01       -0.100000E-18        0.124000E+01        0.124000E+01        0.912000E-05        0.147625E-06        0.775000E+01        0.329000E+00        0.000000E+00        0.640000E+01
  20160130        0.170792E-05        0.433000E-04        0.149542E-05        0.405292E-04        0.390000E-03        0.885917E-03        0.224000E-04        0.000000E+00        0.128333E-04        0.529375E-05        0.177000E-01        0.286625E-01       -0.123833E+00        0.100000E+01        0.106883E-16        0.124000E+01        0.124000E+01        0.912000E-05        0.148167E-06        0.755000E+01        0.326000E+00        0.000000E+00        0.640000E+01
  20160131        0.171083E-05        0.434375E-04        0.150583E-05        0.403083E-04        0.383625E-03        0.877125E-03        0.225000E-04        0.000000E+00        0.127625E-04        0.525667E-05        0.180000E-01        0.290208E-01       -0.122875E+00        0.100000E+01        0.227683E-16        0.124000E+01        0.124000E+01        0.912000E-05        0.147000E-06        0.710000E+01        0.322000E+00        0.000000E+00        0.640000E+01
  20160201        0.174000E-05        0.433000E-04        0.152708E-05        0.417250E-04        0.392292E-03        0.868750E-03        0.223500E-04        0.000000E+00        0.131542E-04        0.545167E-05        0.175625E-01        0.293625E-01       -0.115625E+00        0.100000E+01        0.228250E-16        0.124000E+01        0.124000E+01        0.912000E-05        0.151333E-06        0.769000E+01        0.317000E+00        0.000000E+00        0.640000E+01
  20160202        0.177542E-05        0.431000E-04        0.155375E-05        0.434917E-04        0.404542E-03        0.864250E-03        0.222500E-04        0.000000E+00        0.136500E-04        0.571917E-05        0.170792E-01        0.296958E-01       -0.106750E+00        0.100000E+01        0.170042E-17        0.124000E+01        0.124000E+01        0.670000E-05        0.157500E-06        0.845000E+01        0.335000E+00        0.000000E+00        0.640000E+01
  20160203        0.179500E-05        0.431583E-04        0.157250E-05        0.441208E-04        0.406792E-03        0.860833E-03        0.223250E-04        0.000000E+00        0.138500E-04        0.583458E-05        0.171000E-01        0.300333E-01       -0.101629E+00        0.100000E+01       -0.131637E-16        0.124000E+01        0.124000E+01        0.670000E-05        0.159875E-06        0.854000E+01        0.338000E+00        0.000000E+00        0.640000E+01
  20160204        0.182042E-05        0.431625E-04        0.159375E-05        0.451083E-04        0.411917E-03        0.857667E-03        0.223583E-04        0.000000E+00        0.141458E-04        0.600000E-05        0.169792E-01        0.303625E-01       -0.957292E-01        0.100000E+01        0.315250E-17        0.124000E+01        0.124000E+01        0.670000E-05        0.163458E-06        0.882000E+01        0.335000E+00        0.000000E+00        0.640000E+01
  20160205        0.185292E-05        0.431375E-04        0.161917E-05        0.465083E-04        0.421000E-03        0.856792E-03        0.223792E-04        0.000000E+00        0.145542E-04        0.623917E-05        0.167500E-01        0.306875E-01       -0.885417E-01        0.100000E+01       -0.234708E-16        0.124000E+01        0.124000E+01        0.670000E-05        0.168917E-06        0.931000E+01        0.330000E+00        0.000000E+00        0.640000E+01
  20160206        0.189333E-05        0.431000E-04        0.164833E-05        0.483917E-04        0.434292E-03        0.859208E-03        0.224125E-04        0.000000E+00        0.151042E-04        0.656792E-05        0.164292E-01        0.310208E-01       -0.800708E-01        0.100000E+01        0.154292E-16        0.124000E+01        0.124000E+01        0.670000E-05        0.176375E-06        0.100000E+02        0.328000E+00        0.000000E+00        0.640000E+01
  20160207        0.191417E-05        0.432500E-04        0.166958E-05        0.488875E-04        0.435958E-03        0.860542E-03        0.226083E-04        0.000000E+00        0.152958E-04        0.669917E-05        0.165833E-01        0.313417E-01       -0.750750E-01        0.100000E+01        0.150750E-16        0.124000E+01        0.124000E+01        0.670000E-05        0.179042E-06        0.100000E+02        0.324000E+00        0.000000E+00        0.640000E+01
  20160208        0.193167E-05        0.434417E-04        0.168917E-05        0.491250E-04        0.435000E-03        0.857375E-03        0.227292E-04        0.000000E+00        0.154000E-04        0.676542E-05        0.167500E-01        0.316667E-01       -0.718375E-01        0.100000E+01        0.493250E-17        0.124000E+01        0.124000E+01        0.670000E-05        0.180208E-06        0.988000E+01        0.319000E+00        0.000000E+00        0.640000E+01
  20160209        0.201542E-05        0.432000E-04        0.173917E-05        0.540083E-04        0.471333E-03        0.865250E-03        0.224750E-04        0.000000E+00        0.167083E-04        0.754958E-05        0.156417E-01        0.319875E-01       -0.596792E-01        0.100000E+01       -0.118267E-16        0.124000E+01        0.124000E+01        0.670000E-05        0.198792E-06        0.118000E+02        0.315000E+00        0.000000E+00        0.640000E+01
  20160210        0.208000E-05        0.432333E-04        0.178250E-05        0.574750E-04        0.499792E-03        0.889625E-03        0.228000E-04        0.000000E+00        0.177750E-04        0.829417E-05        0.153833E-01        0.322917E-01       -0.477625E-01        0.100000E+01        0.666167E-17        0.124000E+01        0.124000E+01        0.119000E-04        0.215833E-06        0.129000E+02        0.308000E+00        0.000000E+00        0.640000E+01
  20160211        0.214542E-05        0.433500E-04        0.182750E-05        0.609250E-04        0.528250E-03        0.916833E-03        0.232000E-04        0.000000E+00        0.188583E-04        0.908250E-05        0.152250E-01        0.326083E-01       -0.372500E-01        0.100000E+01        0.186217E-16        0.124000E+01        0.124000E+01        0.119000E-04        0.233958E-06        0.138000E+02        0.306000E+00        0.000000E+00        0.640000E+01
  20160212        0.212500E-05        0.439333E-04        0.183250E-05        0.573625E-04        0.501000E-03        0.914167E-03        0.239000E-04        0.000000E+00        0.181250E-04        0.865333E-05        0.163250E-01        0.329333E-01       -0.366292E-01        0.100000E+01        0.824292E-17        0.124000E+01        0.124000E+01        0.119000E-04        0.222625E-06        0.125000E+02        0.303000E+00        0.000000E+00        0.640000E+01
  20160213        0.214042E-05        0.442917E-04        0.185375E-05        0.569917E-04        0.493125E-03        0.904083E-03        0.239083E-04        0.000000E+00        0.180417E-04        0.857917E-05        0.165417E-01        0.332625E-01       -0.358750E-01        0.100000E+01        0.412917E-17        0.124000E+01        0.124000E+01        0.119000E-04        0.220542E-06        0.121000E+02        0.299000E+00        0.000000E+00        0.640000E+01
  20160214        0.208667E-05        0.450583E-04        0.184208E-05        0.519583E-04        0.447667E-03        0.880375E-03        0.243208E-04        0.000000E+00        0.167000E-04        0.771167E-05        0.180250E-01        0.336125E-01       -0.416625E-01        0.100000E+01        0.140049E-16        0.124000E+01        0.124000E+01        0.119000E-04        0.199417E-06        0.986000E+01        0.297000E+00        0.000000E+00        0.640000E+01
  20160215        0.211292E-05        0.452208E-04        0.186625E-05        0.528667E-04        0.447750E-03        0.860958E-03        0.239458E-04        0.000000E+00        0.168375E-04        0.773500E-05        0.176375E-01        0.339625E-01       -0.420750E-01        0.100000E+01        0.279467E-16        0.124000E+01        0.124000E+01        0.119000E-04        0.200000E-06        0.100000E+02        0.294000E+00        0.000000E+00        0.640000E+01
  20160216        0.212042E-05        0.455417E-04        0.188083E-05        0.524625E-04        0.439500E-03        0.848833E-03        0.239375E-04        0.000000E+00        0.167125E-04        0.762917E-05        0.178458E-01        0.343083E-01       -0.420958E-01        0.100000E+01        0.216625E-17        0.124000E+01        0.124000E+01        0.119000E-04        0.197083E-06        0.961000E+01        0.292000E+00        0.000000E+00        0.640000E+01
  20160217        0.213167E-05        0.458250E-04        0.189750E-05        0.523792E-04        0.434083E-03        0.838458E-03        0.239208E-04        0.000000E+00        0.166667E-04        0.758292E-05        0.180000E-01        0.346500E-01       -0.414625E-01        0.100000E+01        0.314396E-16        0.124000E+01        0.124000E+01        0.119000E-04        0.195917E-06        0.934000E+01        0.287000E+00        0.000000E+00        0.640000E+01
  20160218        0.219625E-05        0.457500E-04        0.193833E-05        0.557125E-04        0.455917E-03        0.837000E-03        0.236333E-04        0.000000E+00        0.175792E-04        0.810125E-05        0.171208E-01        0.349833E-01       -0.359625E-01        0.100000E+01       -0.355167E-16        0.124000E+01        0.124000E+01        0.107000E-04        0.208042E-06        0.105000E+02        0.284000E+00        0.000000E+00        0.640000E+01
  20160219        0.227583E-05        0.457000E-04        0.198750E-05        0.601708E-04        0.487458E-03        0.849500E-03        0.235458E-04        0.000000E+00        0.188375E-04        0.890375E-05        0.163167E-01        0.353083E-01       -0.279625E-01        0.100000E+01        0.544167E-17        0.124000E+01        0.124000E+01        0.107000E-04        0.226833E-06        0.120000E+02        0.282000E+00        0.000000E+00        0.640000E+01
  20160220        0.231083E-05        0.459917E-04        0.201833E-05        0.612333E-04        0.495083E-03        0.859458E-03        0.238667E-04        0.000000E+00        0.192625E-04        0.922375E-05        0.164625E-01        0.356292E-01       -0.228583E-01        0.100000E+01       -0.130917E-16        0.124000E+01        0.124000E+01        0.107000E-04        0.233792E-06        0.122000E+02        0.279000E+00        0.000000E+00        0.640000E+01
  20160221        0.233083E-05        0.463792E-04        0.204125E-05        0.611458E-04        0.492667E-03        0.860375E-03        0.241292E-04        0.000000E+00        0.193333E-04        0.929250E-05        0.167583E-01        0.359458E-01       -0.200583E-01        0.100000E+01       -0.568250E-17        0.124000E+01        0.124000E+01        0.107000E-04        0.234875E-06        0.120000E+02        0.274000E+00        0.000000E+00        0.640000E+01
  20160222        0.234125E-05        0.468250E-04        0.205958E-05        0.604458E-04        0.484125E-03        0.854417E-03        0.243000E-04        0.000000E+00        0.191958E-04        0.920333E-05        0.171000E-01        0.362750E-01       -0.187292E-01        0.100000E+01       -0.155833E-16        0.124000E+01        0.124000E+01        0.107000E-04        0.232333E-06        0.116000E+02        0.269000E+00        0.000000E+00        0.640000E+01
  20160223        0.238917E-05        0.470500E-04        0.209500E-05        0.624333E-04        0.495208E-03        0.853625E-03        0.242125E-04        0.000000E+00        0.197458E-04        0.954000E-05        0.167833E-01        0.366042E-01       -0.158792E-01        0.100000E+01       -0.102750E-16        0.124958E+01        0.125000E+01        0.107000E-04        0.239958E-06        0.121000E+02        0.301000E+00        0.000000E+00        0.640000E+01
  20160224        0.240750E-05        0.474583E-04        0.211750E-05        0.622542E-04        0.491000E-03        0.850500E-03        0.244000E-04        0.000000E+00        0.197583E-04        0.955292E-05        0.170000E-01        0.369292E-01       -0.139292E-01        0.100000E+01       -0.166221E-16        0.125000E+01        0.125000E+01        0.107000E-04        0.239833E-06        0.118000E+02        0.316000E+00        0.000000E+00        0.640000E+01
  20160225        0.246250E-05        0.476750E-04        0.215667E-05        0.647750E-04        0.505958E-03        0.853167E-03        0.243125E-04        0.000000E+00        0.204750E-04        0.100038E-04        0.166542E-01        0.372542E-01       -0.106900E-01        0.100000E+01        0.245042E-17        0.125000E+01        0.125000E+01        0.107000E-04        0.250292E-06        0.125000E+02        0.315000E+00        0.000000E+00        0.640000E+01
  20160226        0.248125E-05        0.481208E-04        0.217958E-05        0.645125E-04        0.503542E-03        0.857375E-03        0.246708E-04        0.000000E+00        0.205458E-04        0.100938E-04        0.170500E-01        0.375750E-01       -0.747375E-02        0.100000E+01       -0.323708E-16        0.125000E+01        0.125000E+01        0.158000E-04        0.251667E-06        0.122000E+02        0.314000E+00        0.000000E+00        0.640000E+01
  20160227        0.254875E-05        0.483125E-04        0.222500E-05        0.679333E-04        0.526500E-03        0.871250E-03        0.247750E-04        0.000000E+00        0.215750E-04        0.108083E-04        0.166833E-01        0.379000E-01       -0.278933E-02        0.100000E+01       -0.194292E-16        0.125000E+01        0.125000E+01        0.158000E-04        0.268167E-06        0.131000E+02        0.309000E+00        0.000000E+00        0.640000E+01
  20160228        0.259417E-05        0.486833E-04        0.226167E-05        0.695333E-04        0.537125E-03        0.881292E-03        0.250250E-04        0.000000E+00        0.221542E-04        0.112333E-04        0.167208E-01        0.382292E-01        0.920858E-03        0.100000E+01       -0.776458E-17        0.125000E+01        0.125000E+01        0.158000E-04        0.277708E-06        0.134000E+02        0.306000E+00        0.000000E+00        0.640000E+01
  20160229        0.262417E-05        0.491417E-04        0.229125E-05        0.698792E-04        0.538167E-03        0.883917E-03        0.252625E-04        0.000000E+00        0.223708E-04        0.114083E-04        0.169292E-01        0.385542E-01        0.353000E-02        0.100000E+01       -0.210825E-16        0.125000E+01        0.125000E+01        0.158000E-04        0.281125E-06        0.134000E+02        0.301000E+00        0.000000E+00        0.640000E+01
  20160301        0.265667E-05        0.495958E-04        0.232125E-05        0.704542E-04        0.539625E-03        0.884000E-03        0.254083E-04        0.000000E+00        0.226042E-04        0.115667E-04        0.170167E-01        0.388833E-01        0.560875E-02        0.100000E+01       -0.348767E-16        0.125000E+01        0.125000E+01        0.158000E-04        0.284542E-06        0.134000E+02        0.305000E+00        0.000000E+00        0.640000E+01
  20160302        0.270917E-05        0.499708E-04        0.236167E-05        0.725792E-04        0.551417E-03        0.888250E-03        0.254333E-04        0.000000E+00        0.232458E-04        0.120125E-04        0.168417E-01        0.392167E-01        0.788500E-02        0.100000E+01       -0.403208E-17        0.125000E+01        0.125000E+01        0.158000E-04        0.294583E-06        0.138000E+02        0.301000E+00        0.000000E+00        0.640000E+01
  20160303        0.273250E-05        0.504917E-04        0.238750E-05        0.723292E-04        0.547667E-03        0.886625E-03        0.256458E-04        0.000000E+00        0.232792E-04        0.120458E-04        0.171000E-01        0.395458E-01        0.981833E-02        0.100000E+01        0.625792E-17        0.125000E+01        0.125000E+01        0.158000E-04        0.294750E-06        0.136000E+02        0.299000E+00        0.000000E+00        0.640000E+01
  20160304        0.277625E-05        0.509167E-04        0.242375E-05        0.737500E-04        0.554333E-03        0.887792E-03        0.256875E-04        0.000000E+00        0.237167E-04        0.123500E-04        0.170167E-01        0.398750E-01        0.116125E-01        0.100000E+01       -0.130125E-16        0.125000E+01        0.125000E+01        0.158000E-04        0.301458E-06        0.138000E+02        0.294000E+00        0.000000E+00        0.640000E+01
  20160305        0.282792E-05        0.513375E-04        0.246417E-05        0.758000E-04        0.564000E-03        0.888375E-03        0.256000E-04        0.000000E+00        0.242958E-04        0.127292E-04        0.168000E-01        0.402042E-01        0.130667E-01        0.100000E+01       -0.285833E-17        0.125000E+01        0.125000E+01        0.120000E-04        0.310167E-06        0.141000E+02        0.289000E+00        0.000000E+00        0.640000E+01
  20160306        0.289083E-05        0.517458E-04        0.250917E-05        0.785833E-04        0.579042E-03        0.892458E-03        0.255583E-04        0.000000E+00        0.250833E-04        0.132583E-04        0.164792E-01        0.405250E-01        0.145458E-01        0.100000E+01        0.179650E-16        0.125000E+01        0.125000E+01        0.120000E-04        0.322542E-06        0.147000E+02        0.285000E+00        0.000000E+00        0.640000E+01
  20160307        0.292375E-05        0.523000E-04        0.254167E-05        0.788250E-04        0.578500E-03        0.892083E-03        0.257250E-04        0.000000E+00        0.252417E-04        0.133750E-04        0.166333E-01        0.408417E-01        0.162417E-01        0.100000E+01        0.133458E-16        0.125000E+01        0.125000E+01        0.120000E-04        0.324833E-06        0.146000E+02        0.284000E+00        0.000000E+00        0.640000E+01
  20160308        0.292500E-05        0.529667E-04        0.255792E-05        0.766250E-04        0.561292E-03        0.881042E-03        0.259375E-04        0.000000E+00        0.247292E-04        0.130000E-04        0.171083E-01        0.411625E-01        0.174167E-01        0.100000E+01       -0.243104E-16        0.125000E+01        0.125000E+01        0.120000E-04        0.315333E-06        0.139000E+02        0.314000E+00        0.000000E+00        0.640000E+01
  20160309        0.297833E-05        0.534000E-04        0.259875E-05        0.787417E-04        0.570792E-03        0.880375E-03        0.258333E-04        0.000000E+00        0.253000E-04        0.133708E-04        0.168667E-01        0.414833E-01        0.183625E-01        0.100000E+01        0.902083E-17        0.125000E+01        0.125000E+01        0.120000E-04        0.323875E-06        0.143000E+02        0.330000E+00        0.000000E+00        0.640000E+01
