 Simulation_Period = 20160101 -- 20181231                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
       Day                TM_C               TOM_C               SOM_C              POM1_C              POM2_C               MOM_C               QOM_C               DOM_C                MB_C               MBA_C               MBD_C               ENZ_C             ENZP1_C             ENZP2_C              ENZM_C            TM_err_C                 CO2               Nmine                 NH4                 NO3                TM_N               TOM_N               SOM_N              POM1_N              POM2_N               MOM_N               QOM_N               DOM_N                MB_N               MBA_N               MBD_N               ENZ_N             ENZP1_N             ENZP2_N              ENZM_N            TM_err_N               TM_CN              TOM_CN              SOM_CN             POM1_CN             POM2_CN              MOM_CN              QOM_CN              DOM_CN               MB_CN              MBA_CN              MBD_CN              ENZ_CN            ENZP1_CN            ENZP2_CN             ENZM_CN           TM_err_CN                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
  20160110        0.123676E+01        0.123676E+01        0.120875E+01        0.404912E+00        0.447479E-01        0.702294E+00        0.567940E-01        0.292928E-02        0.249741E-01        0.544619E-03        0.244295E-01        0.109432E-03        0.494125E-04        0.901189E-05        0.510073E-04        0.258663E-16        0.421790E-04        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20160111        0.123687E+01        0.123687E+01        0.120886E+01        0.404906E+00        0.447389E-01        0.702331E+00        0.568822E-01        0.293250E-02        0.249705E-01        0.553350E-03        0.244172E-01        0.109732E-03        0.495135E-04        0.893765E-05        0.512804E-04        0.297082E-16        0.447964E-04        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20160112        0.123698E+01        0.123698E+01        0.120897E+01        0.404900E+00        0.447303E-01        0.702368E+00        0.569722E-01        0.293387E-02        0.249670E-01        0.562062E-03        0.244049E-01        0.110065E-03        0.496299E-04        0.886714E-05        0.515677E-04        0.114856E-16        0.474358E-04        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20160113        0.123709E+01        0.123709E+01        0.120909E+01        0.404893E+00        0.447220E-01        0.702405E+00        0.570711E-01        0.292631E-02        0.249634E-01        0.570795E-03        0.243926E-01        0.110409E-03        0.497519E-04        0.879923E-05        0.518578E-04        0.176829E-16        0.500782E-04        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20160114        0.123720E+01        0.123720E+01        0.120919E+01        0.404887E+00        0.447142E-01        0.702441E+00        0.571525E-01        0.293639E-02        0.249597E-01        0.579409E-03        0.243803E-01        0.110813E-03        0.499012E-04        0.873626E-05        0.521760E-04        0.166895E-16        0.527614E-04        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20160115        0.123731E+01        0.123731E+01        0.120926E+01        0.404880E+00        0.447070E-01        0.702477E+00        0.571983E-01        0.298223E-02        0.249559E-01        0.587800E-03        0.243681E-01        0.111360E-03        0.501134E-04        0.868213E-05        0.525640E-04        0.366974E-16        0.555724E-04        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20160116        0.123742E+01        0.123742E+01        0.120932E+01        0.404873E+00        0.447005E-01        0.702512E+00        0.572327E-01        0.303960E-02        0.249520E-01        0.596087E-03        0.243559E-01        0.112040E-03        0.503855E-04        0.863645E-05        0.530182E-04        0.133134E-16        0.585311E-04        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20160117        0.123754E+01        0.123754E+01        0.120943E+01        0.404867E+00        0.446979E-01        0.702546E+00        0.573191E-01        0.305098E-02        0.249480E-01        0.604605E-03        0.243434E-01        0.112705E-03        0.506515E-04        0.859191E-05        0.534620E-04       -0.711888E-17        0.615035E-04        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20160118        0.123767E+01        0.123767E+01        0.120958E+01        0.404861E+00        0.446989E-01        0.702581E+00        0.574362E-01        0.303704E-02        0.249442E-01        0.613261E-03        0.243309E-01        0.113320E-03        0.508959E-04        0.854677E-05        0.538774E-04        0.920668E-17        0.644250E-04        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20160119        0.123780E+01        0.123780E+01        0.120970E+01        0.404855E+00        0.447003E-01        0.702615E+00        0.575272E-01        0.304932E-02        0.249402E-01        0.621754E-03        0.243184E-01        0.114007E-03        0.511726E-04        0.850692E-05        0.543272E-04        0.152283E-16        0.674055E-04        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20160120        0.123793E+01        0.123793E+01        0.120979E+01        0.404850E+00        0.447021E-01        0.702648E+00        0.575912E-01        0.308889E-02        0.249361E-01        0.630066E-03        0.243060E-01        0.114816E-03        0.515039E-04        0.847481E-05        0.548375E-04        0.310019E-16        0.705142E-04        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20160121        0.123806E+01        0.123806E+01        0.120987E+01        0.404843E+00        0.447043E-01        0.702682E+00        0.576368E-01        0.314701E-02        0.249319E-01        0.638236E-03        0.242936E-01        0.115766E-03        0.518975E-04        0.845124E-05        0.554173E-04       -0.401550E-18        0.737936E-04        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20160122        0.123819E+01        0.123819E+01        0.120994E+01        0.404837E+00        0.447069E-01        0.702714E+00        0.576866E-01        0.320127E-02        0.249275E-01        0.646371E-03        0.242812E-01        0.116826E-03        0.523400E-04        0.843469E-05        0.560509E-04        0.175623E-16        0.772325E-04        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20160123        0.123832E+01        0.123832E+01        0.121005E+01        0.404830E+00        0.447096E-01        0.702747E+00        0.577606E-01        0.323150E-02        0.249231E-01        0.654583E-03        0.242685E-01        0.117923E-03        0.527998E-04        0.842164E-05        0.567019E-04        0.190738E-16        0.807516E-04        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20160124        0.123845E+01        0.123845E+01        0.121017E+01        0.404823E+00        0.447123E-01        0.702779E+00        0.578596E-01        0.323697E-02        0.249187E-01        0.662890E-03        0.242558E-01        0.119012E-03        0.532561E-04        0.840976E-05        0.573462E-04        0.262209E-16        0.842817E-04        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20160125        0.123862E+01        0.123862E+01        0.121036E+01        0.404819E+00        0.447313E-01        0.702811E+00        0.579979E-01        0.322839E-02        0.249144E-01        0.671388E-03        0.242430E-01        0.120022E-03        0.536782E-04        0.839562E-05        0.579477E-04       -0.111150E-16        0.877359E-04        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20160126        0.123884E+01        0.123884E+01        0.121060E+01        0.404819E+00        0.447654E-01        0.702844E+00        0.581741E-01        0.320519E-02        0.249101E-01        0.680090E-03        0.242300E-01        0.120931E-03        0.540567E-04        0.837826E-05        0.584962E-04        0.114617E-16        0.910864E-04        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20160127        0.123905E+01        0.123905E+01        0.121083E+01        0.404818E+00        0.447995E-01        0.702876E+00        0.583333E-01        0.319921E-02        0.249058E-01        0.688698E-03        0.242171E-01        0.121856E-03        0.544424E-04        0.836325E-05        0.590505E-04        0.149221E-16        0.944403E-04        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20160128        0.123927E+01        0.123927E+01        0.121102E+01        0.404817E+00        0.448338E-01        0.702908E+00        0.584597E-01        0.322630E-02        0.249014E-01        0.697100E-03        0.242043E-01        0.122888E-03        0.548756E-04        0.835505E-05        0.596578E-04        0.302418E-16        0.979108E-04        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20160129        0.123948E+01        0.123948E+01        0.121122E+01        0.404816E+00        0.448682E-01        0.702940E+00        0.585929E-01        0.324692E-02        0.248969E-01        0.705506E-03        0.241914E-01        0.123967E-03        0.553294E-04        0.835061E-05        0.602866E-04       -0.110071E-18        0.101455E-03        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
