 Simulation_Period = 20160101 -- 20181231                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
       Day                TM_C               TOM_C               SOM_C              POM1_C              POM2_C               MOM_C               QOM_C               DOM_C                MB_C               MBA_C               MBD_C               ENZ_C             ENZP1_C             ENZP2_C              ENZM_C            TM_err_C                 CO2               Nmine                 NH4                 NO3                TM_N               TOM_N               SOM_N              POM1_N              POM2_N               MOM_N               QOM_N               DOM_N                MB_N               MBA_N               MBD_N               ENZ_N             ENZP1_N             ENZP2_N              ENZM_N            TM_err_N               TM_CN              TOM_CN              SOM_CN             POM1_CN             POM2_CN              MOM_CN              QOM_CN              DOM_CN               MB_CN              MBA_CN              MBD_CN              ENZ_CN            ENZP1_CN            ENZP2_CN             ENZM_CN           TM_err_CN                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
  20160110        0.121943E+01        0.121943E+01        0.118578E+01        0.404879E+00        0.446618E-01        0.702254E+00        0.339841E-01        0.268055E-03        0.331460E-01        0.125320E-01        0.206140E-01        0.232740E-03        0.768162E-04        0.128223E-04        0.143102E-03        0.331552E-16        0.173777E-01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20160111        0.121867E+01        0.121867E+01        0.118463E+01        0.404864E+00        0.446305E-01        0.702279E+00        0.328522E-01        0.251096E-03        0.335422E-01        0.130002E-01        0.205419E-01        0.250700E-03        0.807767E-04        0.132441E-04        0.156679E-03        0.263272E-16        0.182467E-01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20160112        0.121794E+01        0.121794E+01        0.118350E+01        0.404847E+00        0.445968E-01        0.702302E+00        0.317555E-01        0.237788E-03        0.339284E-01        0.134545E-01        0.204739E-01        0.269236E-03        0.848675E-04        0.136799E-04        0.170689E-03        0.206198E-16        0.190922E-01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20160113        0.121724E+01        0.121724E+01        0.118242E+01        0.404830E+00        0.445606E-01        0.702322E+00        0.307031E-01        0.228239E-03        0.343060E-01        0.138972E-01        0.204088E-01        0.288187E-03        0.890524E-04        0.141258E-04        0.185009E-03        0.151854E-16        0.199039E-01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20160114        0.121654E+01        0.121654E+01        0.118135E+01        0.404811E+00        0.445220E-01        0.702339E+00        0.296730E-01        0.210780E-03        0.346758E-01        0.143284E-01        0.203474E-01        0.307861E-03        0.934008E-04        0.145893E-04        0.199871E-03        0.286816E-16        0.207148E-01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20160115        0.121581E+01        0.121581E+01        0.118026E+01        0.404791E+00        0.444814E-01        0.702353E+00        0.286301E-01        0.190035E-03        0.350306E-01        0.147387E-01        0.202919E-01        0.328805E-03        0.980360E-04        0.150840E-04        0.215685E-03       -0.206260E-17        0.215627E-01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20160116        0.121504E+01        0.121504E+01        0.117915E+01        0.404768E+00        0.444386E-01        0.702363E+00        0.275802E-01        0.174188E-03        0.353676E-01        0.151255E-01        0.202421E-01        0.350980E-03        0.102949E-03        0.156088E-04        0.232422E-03        0.389980E-16        0.224372E-01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20160117        0.121434E+01        0.121434E+01        0.117809E+01        0.404745E+00        0.443965E-01        0.702370E+00        0.265824E-01        0.176829E-03        0.356952E-01        0.155012E-01        0.201940E-01        0.373349E-03        0.107907E-03        0.161380E-04        0.249304E-03        0.460398E-17        0.232633E-01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20160118        0.121369E+01        0.121369E+01        0.117710E+01        0.404722E+00        0.443548E-01        0.702375E+00        0.256501E-01        0.170834E-03        0.360244E-01        0.158788E-01        0.201455E-01        0.395641E-03        0.112848E-03        0.166649E-04        0.266128E-03        0.178685E-16        0.240432E-01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20160119        0.121304E+01        0.121304E+01        0.117612E+01        0.404697E+00        0.443103E-01        0.702376E+00        0.247358E-01        0.158202E-03        0.363448E-01        0.162449E-01        0.200998E-01        0.418698E-03        0.117962E-03        0.172103E-04        0.283525E-03       -0.368335E-17        0.248274E-01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20160120        0.121237E+01        0.121237E+01        0.117513E+01        0.404670E+00        0.442634E-01        0.702374E+00        0.238225E-01        0.145303E-03        0.366507E-01        0.165928E-01        0.200580E-01        0.442883E-03        0.123332E-03        0.177831E-04        0.301769E-03        0.310463E-16        0.256329E-01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20160121        0.121167E+01        0.121167E+01        0.117413E+01        0.404641E+00        0.442140E-01        0.702366E+00        0.229067E-01        0.131784E-03        0.369404E-01        0.169204E-01        0.200201E-01        0.468325E-03        0.128985E-03        0.183863E-04        0.320954E-03       -0.201948E-16        0.264658E-01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20160122        0.121096E+01        0.121096E+01        0.117313E+01        0.404609E+00        0.441617E-01        0.702355E+00        0.219998E-01        0.123378E-03        0.372144E-01        0.172290E-01        0.199854E-01        0.494806E-03        0.134874E-03        0.190146E-04        0.340918E-03        0.246826E-16        0.273090E-01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20160123        0.121026E+01        0.121026E+01        0.117214E+01        0.404576E+00        0.441063E-01        0.702339E+00        0.211235E-01        0.118940E-03        0.374787E-01        0.175263E-01        0.199524E-01        0.521804E-03        0.140880E-03        0.196549E-04        0.361269E-03        0.175045E-16        0.281359E-01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20160124        0.120960E+01        0.120960E+01        0.117120E+01        0.404541E+00        0.440473E-01        0.702320E+00        0.202899E-01        0.116715E-03        0.377378E-01        0.178176E-01        0.199202E-01        0.548960E-03        0.146922E-03        0.202985E-04        0.381739E-03        0.408948E-17        0.289317E-01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20160125        0.120902E+01        0.120902E+01        0.117032E+01        0.404508E+00        0.440010E-01        0.702297E+00        0.195155E-01        0.124550E-03        0.380019E-01        0.181148E-01        0.198870E-01        0.575745E-03        0.152883E-03        0.209322E-04        0.401930E-03        0.230305E-16        0.296867E-01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20160126        0.120852E+01        0.120852E+01        0.116952E+01        0.404476E+00        0.439659E-01        0.702273E+00        0.188023E-01        0.125897E-03        0.382770E-01        0.184248E-01        0.198522E-01        0.602001E-03        0.158724E-03        0.215526E-04        0.421724E-03        0.163783E-16        0.304070E-01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20160127        0.120803E+01        0.120803E+01        0.116873E+01        0.404443E+00        0.439274E-01        0.702245E+00        0.181184E-01        0.119030E-03        0.385499E-01        0.187319E-01        0.198179E-01        0.628556E-03        0.164634E-03        0.221799E-04        0.441742E-03       -0.198625E-19        0.311168E-01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20160128        0.120753E+01        0.120753E+01        0.116795E+01        0.404408E+00        0.438860E-01        0.702212E+00        0.174410E-01        0.110932E-03        0.388120E-01        0.190260E-01        0.197860E-01        0.656093E-03        0.170766E-03        0.228308E-04        0.462496E-03        0.801887E-17        0.318411E-01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20160129        0.120703E+01        0.120703E+01        0.116717E+01        0.404371E+00        0.438414E-01        0.702174E+00        0.167836E-01        0.108992E-03        0.390657E-01        0.193102E-01        0.197556E-01        0.684160E-03        0.177019E-03        0.234942E-04        0.483647E-03       -0.688484E-17        0.325567E-01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
