 Simulation_Period = 20160101 -- 20181231                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
       Day            TOTout_C            TOTinp_C           POMinp1_C           POMinp2_C            DOMinp_C           POMdec1_C           POMdec2_C       POMdec2DOM1_C       POMdec2DOM2_C       POMdec2MOM1_C       POMdec2MOM2_C            MOMdec_C           MOM2DOM_C           QOM2DOM_C           DOM2QOM_C        DOM2QOMnet_C           DOM2MBA_C     MBA_mortality_C           MBA2EP1_C           MBA2EP2_C            MBA2EM_C            MBA_PM_C           EP2DOM1_C           EP2DOM2_C            EM2DOM_C           MBA2DOM_C           MBA2POM_C           MBA2MBD_C           MBD2MBA_C             CO2_gmo              CO2_gm          CO2_growth          CO2_maintn          CO2_ovflow      CO2_maintn_MBA      CO2_maintn_MBD      CO2_ovflow_MBA      CO2_ovflow_MBD           Nmine_dep             NH4_dep             NO3_dep             Nmn_net                 Nmn             Nmn_MBA             Nmn_MBD                 Nim             Nim_NH4             Nim_NO3              Nitrif            DENitrif            TOTout_N            TOTinp_N           POMinp1_N           POMinp2_N            DOMinp_N           POMdec1_N           POMdec2_N       POMdec2DOM1_N       POMdec2DOM2_N       POMdec2MOM1_N       POMdec2MOM2_N            MOMdec_N           MOM2DOM_N           QOM2DOM_N           DOM2QOM_N        DOM2QOMnet_N           DOM2MBA_N     MBA_mortality_N           MBA2EP1_N           MBA2EP2_N            MBA2EM_N            MBA_PM_N           EP2DOM1_N           EP2DOM2_N            EM2DOM_N           MBA2DOM_N           MBA2POM_N           MBA2MBD_N           MBD2MBA_N                                                                                                                                                                                                                                                                                                                                                                                                                                    
  20160328        0.691741E-04        0.298333E-04        0.208833E-05        0.110383E-04        0.167067E-04        0.162322E-04        0.141903E-04        0.163488E-05        0.142922E-05        0.145974E-04        0.127611E-04        0.414006E-04        0.414006E-04        0.256072E-05        0.000000E+00       -0.256072E-05        0.641214E-04        0.300213E-13        0.575393E-06        0.549153E-07        0.189055E-05        0.252086E-05        0.101363E-06        0.109148E-07        0.322942E-06        0.288878E-13        0.113351E-14        0.273483E-12        0.573056E-06        0.691741E-04        0.691741E-04        0.641214E-04        0.505264E-05        0.000000E+00        0.494689E-05        0.105752E-06        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00       -0.999000E+03        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20160329        0.761085E-04        0.403833E-04        0.282683E-05        0.149418E-04        0.226147E-04        0.167838E-04        0.143667E-04        0.169043E-05        0.144698E-05        0.150934E-04        0.129197E-04        0.421429E-04        0.421429E-04        0.244000E-05        0.000000E+00       -0.244000E-05        0.705018E-04        0.502686E-13        0.574794E-06        0.548573E-07        0.188858E-05        0.251823E-05        0.102996E-06        0.110664E-07        0.328344E-06        0.483706E-13        0.189799E-14        0.459821E-12        0.627700E-06        0.761085E-04        0.761085E-04        0.705018E-04        0.560668E-05        0.000000E+00        0.550102E-05        0.105657E-06        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00       -0.999000E+03        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20160330        0.707586E-04        0.403833E-04        0.282683E-05        0.149418E-04        0.226147E-04        0.166797E-04        0.146081E-04        0.167994E-05        0.147130E-05        0.149997E-04        0.131368E-04        0.424395E-04        0.424395E-04        0.226040E-05        0.000000E+00       -0.226040E-05        0.709099E-04        0.411593E-13        0.559049E-06        0.534154E-07        0.183703E-05        0.244949E-05        0.104596E-06        0.112149E-07        0.333635E-06        0.396053E-13        0.155405E-14        0.367480E-12        0.638164E-06        0.707586E-04        0.707586E-04        0.656028E-04        0.515585E-05        0.000000E+00        0.505029E-05        0.105556E-06        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00       -0.999000E+03        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20160331        0.689673E-04        0.403833E-04        0.282683E-05        0.149418E-04        0.226147E-04        0.166878E-04        0.148120E-04        0.168076E-05        0.149184E-05        0.150071E-04        0.133202E-04        0.429756E-04        0.429756E-04        0.213243E-05        0.000000E+00       -0.213243E-05        0.713335E-04        0.299404E-13        0.555104E-06        0.530913E-07        0.182423E-05        0.243242E-05        0.106156E-06        0.113598E-07        0.338796E-06        0.288099E-13        0.113046E-14        0.265524E-12        0.643416E-06        0.689673E-04        0.689673E-04        0.638986E-04        0.506866E-05        0.000000E+00        0.496321E-05        0.105456E-06        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00       -0.999000E+03        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20160401        0.652919E-04        0.403833E-04        0.282683E-05        0.149418E-04        0.226147E-04        0.170909E-04        0.150259E-04        0.172136E-05        0.151338E-05        0.153695E-04        0.135125E-04        0.433982E-04        0.433982E-04        0.199901E-05        0.000000E+00       -0.199901E-05        0.716949E-04        0.565869E-13        0.548819E-06        0.525360E-07        0.180371E-05        0.240506E-05        0.107693E-06        0.115027E-07        0.343881E-06        0.544503E-13        0.213655E-14        0.495047E-12        0.650296E-06        0.652919E-04        0.652919E-04        0.604085E-04        0.488343E-05        0.000000E+00        0.477808E-05        0.105354E-06        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00       -0.999000E+03        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20160402        0.796945E-04        0.403833E-04        0.282683E-05        0.149418E-04        0.226147E-04        0.181129E-04        0.150944E-04        0.182429E-05        0.152027E-05        0.162886E-04        0.135741E-04        0.450406E-04        0.450406E-04        0.202191E-05        0.000000E+00       -0.202191E-05        0.734164E-04        0.928300E-13        0.584252E-06        0.559741E-07        0.192030E-05        0.256052E-05        0.109274E-06        0.116500E-07        0.349113E-06        0.893250E-13        0.350498E-14        0.866021E-12        0.644699E-06        0.796945E-04        0.796945E-04        0.734164E-04        0.627810E-05        0.000000E+00        0.617285E-05        0.105252E-06        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00       -0.999000E+03        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20160403        0.750009E-04        0.403833E-04        0.282683E-05        0.149418E-04        0.226147E-04        0.179256E-04        0.153558E-04        0.180543E-05        0.154661E-05        0.161202E-04        0.138092E-04        0.450813E-04        0.450813E-04        0.184607E-05        0.000000E+00       -0.184607E-05        0.733769E-04        0.143027E-12        0.559911E-06        0.536824E-07        0.184042E-05        0.245401E-05        0.110871E-06        0.117990E-07        0.354395E-06        0.137627E-12        0.540026E-14        0.128435E-11        0.655756E-06        0.750009E-04        0.750009E-04        0.695819E-04        0.541904E-05        0.000000E+00        0.531389E-05        0.105149E-06        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00       -0.999000E+03        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20160404        0.712007E-04        0.403833E-04        0.282683E-05        0.149418E-04        0.226147E-04        0.180257E-04        0.155610E-04        0.181551E-05        0.156727E-05        0.162102E-04        0.139937E-04        0.455180E-04        0.455180E-04        0.173243E-05        0.000000E+00       -0.173243E-05        0.737169E-04        0.230416E-12        0.552798E-06        0.530322E-07        0.181713E-05        0.242296E-05        0.112406E-06        0.119423E-07        0.359478E-06        0.221716E-12        0.869982E-14        0.204475E-11        0.661898E-06        0.712007E-04        0.712007E-04        0.659770E-04        0.522372E-05        0.000000E+00        0.511868E-05        0.105046E-06        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00       -0.999000E+03        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20160405        0.742243E-04        0.403833E-04        0.282683E-05        0.149418E-04        0.226147E-04        0.183315E-04        0.157252E-04        0.184630E-05        0.158381E-05        0.164852E-04        0.141414E-04        0.462429E-04        0.462429E-04        0.165652E-05        0.000000E+00       -0.165652E-05        0.744053E-04        0.360406E-12        0.556476E-06        0.534114E-07        0.182930E-05        0.243919E-05        0.113931E-06        0.120846E-07        0.364525E-06        0.346798E-12        0.136078E-13        0.322045E-11        0.665122E-06        0.742243E-04        0.742243E-04        0.688290E-04        0.539538E-05        0.000000E+00        0.529044E-05        0.104942E-06        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00       -0.999000E+03        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20160406        0.801989E-04        0.547500E-04        0.383250E-05        0.202575E-04        0.306600E-04        0.184961E-04        0.159383E-04        0.186289E-05        0.160528E-05        0.166332E-04        0.143331E-04        0.467666E-04        0.467666E-04        0.156440E-05        0.000000E+00       -0.156440E-05        0.826013E-04        0.565245E-12        0.553180E-06        0.532007E-07        0.181878E-05        0.242516E-05        0.115451E-06        0.122267E-07        0.369556E-06        0.543903E-12        0.213419E-13        0.501910E-11        0.739011E-06        0.801989E-04        0.801989E-04        0.743379E-04        0.586098E-05        0.000000E+00        0.575615E-05        0.104833E-06        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00       -0.999000E+03        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20160407        0.866979E-04        0.547500E-04        0.383250E-05        0.202575E-04        0.306600E-04        0.188832E-04        0.161388E-04        0.190187E-05        0.162547E-05        0.169813E-04        0.145133E-04        0.476047E-04        0.476047E-04        0.150568E-05        0.000000E+00       -0.150568E-05        0.837662E-04        0.940787E-12        0.559820E-06        0.540332E-07        0.184120E-05        0.245505E-05        0.116972E-06        0.123694E-07        0.374592E-06        0.905265E-12        0.355212E-13        0.846926E-11        0.743545E-06        0.866979E-04        0.866979E-04        0.804758E-04        0.622208E-05        0.000000E+00        0.611737E-05        0.104718E-06        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00       -0.999000E+03        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20160408        0.921951E-04        0.547500E-04        0.383250E-05        0.202575E-04        0.306600E-04        0.195391E-04        0.163030E-04        0.196793E-05        0.164200E-05        0.175712E-04        0.146610E-04        0.488338E-04        0.488338E-04        0.147771E-05        0.000000E+00       -0.147771E-05        0.850379E-04        0.132975E-11        0.576163E-06        0.558059E-07        0.189554E-05        0.252750E-05        0.118526E-06        0.125160E-07        0.379740E-06        0.127954E-11        0.502073E-13        0.123938E-10        0.741337E-06        0.921951E-04        0.921951E-04        0.850379E-04        0.715719E-05        0.000000E+00        0.705259E-05        0.104603E-06        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00       -0.999000E+03        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20160409        0.926241E-04        0.547500E-04        0.383250E-05        0.202575E-04        0.306600E-04        0.197228E-04        0.165448E-04        0.198644E-05        0.166636E-05        0.177364E-04        0.148785E-04        0.493933E-04        0.493933E-04        0.139388E-05        0.000000E+00       -0.139388E-05        0.855959E-04        0.183601E-11        0.569380E-06        0.553367E-07        0.187378E-05        0.249850E-05        0.120093E-06        0.126644E-07        0.384930E-06        0.176669E-11        0.693222E-13        0.170362E-10        0.746928E-06        0.926241E-04        0.926241E-04        0.855959E-04        0.702818E-05        0.000000E+00        0.692369E-05        0.104488E-06        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00       -0.999000E+03        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20160410        0.933301E-04        0.547500E-04        0.383250E-05        0.202575E-04        0.306600E-04        0.199836E-04        0.167706E-04        0.201270E-05        0.168910E-05        0.179709E-04        0.150815E-04        0.500586E-04        0.500586E-04        0.132340E-05        0.000000E+00       -0.132340E-05        0.862413E-04        0.162307E-11        0.566323E-06        0.552193E-07        0.186426E-05        0.248580E-05        0.121637E-06        0.128114E-07        0.390047E-06        0.156179E-11        0.612823E-13        0.150913E-10        0.750921E-06        0.933301E-04        0.933301E-04        0.862413E-04        0.708878E-05        0.000000E+00        0.698440E-05        0.104372E-06        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00       -0.999000E+03        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20160411        0.942418E-04        0.547500E-04        0.383250E-05        0.202575E-04        0.306600E-04        0.199637E-04        0.169850E-04        0.201070E-05        0.171070E-05        0.179530E-04        0.152743E-04        0.508059E-04        0.508059E-04        0.126203E-05        0.000000E+00       -0.126203E-05        0.869509E-04        0.355919E-13        0.565823E-06        0.553432E-07        0.186313E-05        0.248430E-05        0.123169E-06        0.129578E-07        0.395128E-06        0.342481E-13        0.134384E-14        0.333170E-12        0.753748E-06        0.942418E-04        0.942418E-04        0.869509E-04        0.729088E-05        0.000000E+00        0.718662E-05        0.104256E-06        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00       -0.999000E+03        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20160412        0.947769E-04        0.547500E-04        0.383250E-05        0.202575E-04        0.306600E-04        0.196920E-04        0.172106E-04        0.198333E-05        0.173342E-05        0.177087E-04        0.154772E-04        0.514160E-04        0.514160E-04        0.119489E-05        0.000000E+00       -0.119489E-05        0.875030E-04        0.153794E-13        0.561312E-06        0.550656E-07        0.184877E-05        0.246514E-05        0.124688E-06        0.131035E-07        0.400165E-06        0.147987E-13        0.580679E-15        0.143916E-12        0.757756E-06        0.947769E-04        0.947769E-04        0.875030E-04        0.727382E-05        0.000000E+00        0.716968E-05        0.104140E-06        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00       -0.999000E+03        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20160413        0.953202E-04        0.547500E-04        0.383250E-05        0.202575E-04        0.306600E-04        0.195118E-04        0.174320E-04        0.196518E-05        0.175572E-05        0.175466E-04        0.156763E-04        0.520211E-04        0.520211E-04        0.113164E-05        0.000000E+00       -0.113164E-05        0.880553E-04        0.787782E-14        0.556988E-06        0.547956E-07        0.183499E-05        0.244677E-05        0.126186E-06        0.132477E-07        0.405137E-06        0.758038E-14        0.297443E-15        0.737147E-13        0.761644E-06        0.953202E-04        0.953202E-04        0.880553E-04        0.726484E-05        0.000000E+00        0.716082E-05        0.104023E-06        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00       -0.999000E+03        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20160414        0.113848E-03        0.856667E-04        0.599667E-05        0.316967E-04        0.479733E-04        0.195548E-04        0.177086E-04        0.196951E-05        0.178357E-05        0.175852E-04        0.159251E-04        0.526330E-04        0.526330E-04        0.107264E-05        0.000000E+00       -0.107264E-05        0.105237E-03        0.582400E-14        0.552729E-06        0.547048E-07        0.182194E-05        0.242937E-05        0.127664E-06        0.133907E-07        0.410045E-06        0.560410E-14        0.219897E-15        0.544612E-13        0.907389E-06        0.113848E-03        0.113848E-03        0.105237E-03        0.861098E-05        0.000000E+00        0.850708E-05        0.103896E-06        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00       -0.999000E+03        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20160415        0.115809E-03        0.856667E-04        0.599667E-05        0.316967E-04        0.479733E-04        0.202260E-04        0.180322E-04        0.203712E-05        0.181616E-05        0.181889E-04        0.162160E-04        0.534141E-04        0.534141E-04        0.102540E-05        0.000000E+00       -0.102540E-05        0.106789E-03        0.100007E-13        0.552727E-06        0.552239E-07        0.182349E-05        0.243144E-05        0.129130E-06        0.135340E-07        0.414916E-06        0.962311E-14        0.377596E-15        0.944240E-13        0.915135E-06        0.115809E-03        0.115809E-03        0.106789E-03        0.901998E-05        0.000000E+00        0.891622E-05        0.103759E-06        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00       -0.999000E+03        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20160416        0.117840E-03        0.856667E-04        0.599667E-05        0.316967E-04        0.479733E-04        0.207457E-04        0.183346E-04        0.208946E-05        0.184662E-05        0.186562E-04        0.164880E-04        0.544576E-04        0.544576E-04        0.991430E-06        0.000000E+00       -0.991430E-06        0.107876E-03        0.100958E-13        0.559157E-06        0.563839E-07        0.184626E-05        0.246180E-05        0.130601E-06        0.136797E-07        0.419810E-06        0.971465E-14        0.381188E-15        0.974475E-13        0.913390E-06        0.117840E-03        0.117840E-03        0.107876E-03        0.996322E-05        0.000000E+00        0.985959E-05        0.103621E-06        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00       -0.999000E+03        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
